chrom	start	end	GC
chr1	10400000	10500000	0.39657
chr1	10500000	10600000	0.3957
chr1	10600000	10700000	0.39681
chr1	10700000	10800000	0.40572
chr1	10800000	10900000	0.3987
chr1	10900000	11000000	0.40687
chr1	11000000	11100000	0.39565
chr1	11100000	11200000	0.38122
chr1	11200000	11300000	0.39163
chr1	11300000	11400000	0.3859
chr1	11400000	11500000	0.3853
chr1	11500000	11600000	0.38531
chr1	11600000	11700000	0.38967
chr1	11700000	11800000	0.39325
chr1	11800000	11900000	0.38359
chr1	11900000	12000000	0.38385
chr1	12000000	12100000	0.38823
chr1	12100000	12200000	0.38861
chr1	12200000	12300000	0.39075
chr1	12300000	12400000	0.38734
chr1	12400000	12500000	0.39591
chr1	12500000	12600000	0.40688
chr1	12600000	12700000	0.41004
chr1	12700000	12800000	0.43079
chr1	12800000	12900000	0.43071
chr1	12900000	13000000	0.42893
chr1	13000000	13100000	0.44442
chr1	13100000	13200000	0.45564
chr1	13200000	13300000	0.43509
chr1	13300000	13400000	0.43621
chr1	13400000	13500000	0.42083
chr1	13500000	13600000	0.44772
chr1	13600000	13700000	0.41972
chr1	13700000	13800000	0.40839
chr1	13800000	13900000	0.41884
chr1	13900000	14000000	0.40446
chr1	14000000	14100000	0.40819
chr1	14100000	14200000	0.41827
chr1	14200000	14300000	0.40436
chr1	14300000	14400000	0.39345
chr1	14400000	14500000	0.40807
chr1	14500000	14600000	0.39316
chr1	14600000	14700000	0.40631
chr1	14700000	14800000	0.41342
chr1	14800000	14900000	0.39495
chr1	14900000	15000000	0.40547
chr1	15000000	15100000	0.39861
chr1	15100000	15200000	0.39184
chr1	15200000	15300000	0.40805
chr1	15300000	15400000	0.39165
chr1	15400000	15500000	0.40243
chr1	15500000	15600000	0.40113
chr1	15600000	15700000	0.40913
chr1	15700000	15800000	0.41135
chr1	15800000	15900000	0.41097
chr1	15900000	16000000	0.41992
chr1	16000000	16100000	0.44017
chr1	16100000	16200000	0.43056
chr1	16200000	16300000	0.42509
chr1	16300000	16400000	0.39883
chr1	16400000	16500000	0.40079
chr1	16500000	16600000	0.41051
chr1	16600000	16700000	0.42073
chr1	16700000	16800000	0.42946
chr1	16800000	16900000	0.41307
chr1	16900000	17000000	0.39966
chr1	17000000	17100000	0.40775
chr1	17100000	17200000	0.39388
chr1	17200000	17300000	0.38064
chr1	17300000	17400000	0.38869
chr1	17400000	17500000	0.3897
chr1	17500000	17600000	0.38652
chr1	17600000	17700000	0.38061
chr1	17700000	17800000	0.37569
chr1	17800000	17900000	0.37748
chr1	17900000	18000000	0.39861
chr1	18000000	18100000	0.41585
chr1	18100000	18200000	0.36376
chr1	18200000	18300000	0.36646
chr1	18300000	18400000	0.37325
chr1	18400000	18500000	0.37767
chr1	18500000	18600000	0.38278
chr1	18600000	18700000	0.37939
chr1	18700000	18800000	0.38348
chr1	18800000	18900000	0.38015
chr1	18900000	19000000	0.38642
chr1	19000000	19100000	0.39398
chr1	19100000	19200000	0.39239
chr1	19200000	19300000	0.40643
chr1	19300000	19400000	0.39756
chr1	19400000	19500000	0.38237
chr1	19500000	19600000	0.37887
chr1	19600000	19700000	0.38621
chr1	19700000	19800000	0.38573
chr1	19800000	19900000	0.38322
chr1	19900000	20000000	0.38952
chr1	20000000	20100000	0.38508
chr1	20100000	20200000	0.38685
chr1	20200000	20300000	0.38996
chr1	20300000	20400000	0.39295
chr1	20400000	20500000	0.40999
chr1	20500000	20600000	0.40971
chr1	20600000	20700000	0.41167
chr1	20700000	20800000	0.4307
chr1	20800000	20900000	0.44033
chr1	20900000	21000000	0.44247
chr1	21000000	21100000	0.45844
chr1	21100000	21200000	0.42272
chr1	21200000	21300000	0.43427
chr1	21300000	21400000	0.42575
chr1	21400000	21500000	0.40106
chr1	21500000	21600000	0.39098
chr1	21600000	21700000	0.38322
chr1	21700000	21800000	0.37453
chr1	21800000	21900000	0.379
chr1	21900000	22000000	0.39459
chr1	22000000	22100000	0.39345
chr1	22100000	22200000	0.38999
chr1	22200000	22300000	0.3999
chr1	22300000	22400000	0.38456
chr1	22400000	22500000	0.36218436873747495
chr1	22500000	22600000	0.38581
chr1	22600000	22700000	0.38895
chr1	22700000	22800000	0.39251
chr1	22800000	22900000	0.39231
chr1	22900000	23000000	0.39713
chr1	23000000	23100000	0.38949
chr1	23100000	23200000	0.40677
chr1	23200000	23300000	0.38859
chr1	23300000	23400000	0.41626
chr1	23400000	23500000	0.3979
chr1	23500000	23600000	0.39623
chr1	23600000	23700000	0.41549
chr1	23700000	23800000	0.42528
chr1	23800000	23900000	0.41046
chr1	23900000	24000000	0.41814
chr1	24000000	24100000	0.39353
chr1	24100000	24200000	0.40669
chr1	24200000	24300000	0.40975
chr1	24300000	24400000	0.40602
chr1	24400000	24500000	0.38541
chr1	24500000	24600000	0.38791
chr1	24600000	24700000	0.4066229599021215
chr1	24700000	24800000	0.4126290205485938
chr1	24800000	24900000	0.40231
chr1	24900000	25000000	0.39526
chr1	25000000	25100000	0.39453
chr1	25100000	25200000	0.38663
chr1	25200000	25300000	0.38947
chr1	25300000	25400000	0.3784
chr1	25400000	25500000	0.37176
chr1	25500000	25600000	0.38578
chr1	25600000	25700000	0.36118
chr1	25700000	25800000	0.37103
chr1	25800000	25900000	0.37397
chr1	25900000	26000000	0.3803538035380354
chr1	26000000	26100000	0.37342
chr1	26100000	26200000	0.36195
chr1	26200000	26300000	0.36827
chr1	26300000	26400000	0.37056
chr1	26400000	26500000	0.38247
chr1	26500000	26600000	0.37651
chr1	26600000	26700000	0.37899
chr1	26700000	26800000	0.36839
chr1	26800000	26900000	0.34821
chr1	26900000	27000000	0.37378
chr1	27000000	27100000	0.36676
chr1	27100000	27200000	0.36849
chr1	27200000	27300000	0.38096
chr1	27300000	27400000	0.37189
chr1	27400000	27500000	0.36568
chr1	27500000	27600000	0.36309
chr1	27600000	27700000	0.35127
chr1	27700000	27800000	0.36788
chr1	27800000	27900000	0.35685
chr1	27900000	28000000	0.3601
chr1	28000000	28100000	0.37226
chr1	28100000	28200000	0.36135
chr1	28200000	28300000	0.3616
chr1	28300000	28400000	0.36166
chr1	28400000	28500000	0.36873
chr1	28500000	28600000	0.36775
chr1	28600000	28700000	0.35155
chr1	28700000	28800000	0.37155
chr1	28800000	28900000	0.36113
chr1	28900000	29000000	0.35956
chr1	29000000	29100000	0.35163
chr1	29100000	29200000	0.35152
chr1	29200000	29300000	0.35679
chr1	29300000	29400000	0.35717
chr1	29400000	29500000	0.36543
chr1	29500000	29600000	0.36732
chr1	29600000	29700000	0.37862
chr1	29700000	29800000	0.38702
chr1	29800000	29900000	0.36811
chr1	29900000	30000000	0.36644
chr1	30000000	30100000	0.38039
chr1	30100000	30200000	0.37772
chr1	30200000	30300000	0.36667
chr1	30300000	30400000	0.39317
chr1	30400000	30500000	0.38079
chr1	30500000	30600000	0.38128
chr1	30600000	30700000	0.39379
chr1	30700000	30800000	0.41148
chr1	30800000	30900000	0.40942
chr1	30900000	31000000	0.41045
chr1	31000000	31100000	0.40852
chr1	31100000	31200000	0.40363
chr1	31200000	31300000	0.40112
chr1	31300000	31400000	0.39384
chr1	31400000	31500000	0.38004
chr1	31500000	31600000	0.37754
chr1	31600000	31700000	0.37576
chr1	31700000	31800000	0.37333
chr1	31800000	31900000	0.3771
chr1	31900000	32000000	0.37322
chr1	32000000	32100000	0.37057
chr1	32100000	32200000	0.3757
chr1	32200000	32300000	0.37475
chr1	32300000	32400000	0.37305
chr1	32400000	32500000	0.38102
chr1	32500000	32600000	0.37836
chr1	32600000	32700000	0.37377
chr1	32700000	32800000	0.38685
chr1	32800000	32900000	0.38805
chr1	32900000	33000000	0.39442
chr1	33000000	33100000	0.39168
chr1	33100000	33200000	0.39384
chr1	33200000	33300000	0.40159
chr1	33300000	33400000	0.39983
chr1	33400000	33500000	0.40365
chr1	33500000	33600000	0.42233
chr1	33600000	33700000	0.42342
chr1	33700000	33800000	0.44333
chr1	33800000	33900000	0.42809
chr1	33900000	34000000	0.42798
chr1	34000000	34100000	0.43991
chr1	34100000	34200000	0.43573
chr1	34200000	34300000	0.44757
chr1	34300000	34400000	0.44302
chr1	34400000	34500000	0.4334
chr1	34500000	34600000	0.46542
chr1	34600000	34700000	0.46425
chr1	34700000	34800000	0.46012
chr1	34800000	34900000	0.46912
chr1	34900000	35000000	0.44969
chr1	35000000	35100000	0.43802
chr1	35100000	35200000	0.42448
chr1	35200000	35300000	0.43054
chr1	35300000	35400000	0.43323
chr1	35400000	35500000	0.44059
chr1	35500000	35600000	0.42937
chr1	35600000	35700000	0.43168
chr1	35700000	35800000	0.42851
chr1	35800000	35900000	0.45648
chr1	35900000	36000000	0.46369
chr1	36000000	36100000	0.46328
chr1	36100000	36200000	0.48854
chr1	36200000	36300000	0.4338
chr1	36300000	36400000	0.48811
chr1	36400000	36500000	0.47607
chr1	36500000	36600000	0.49382
chr1	36600000	36700000	0.50997
chr1	36700000	36800000	0.4701
chr1	36800000	36900000	0.47513
chr1	36900000	37000000	0.43067
chr1	37000000	37100000	0.43499
chr1	37100000	37200000	0.45603
chr1	37200000	37300000	0.4535
chr1	37300000	37400000	0.46504
chr1	37400000	37500000	0.47207
chr1	37500000	37600000	0.44686
chr1	37600000	37700000	0.45994
chr1	37700000	37800000	0.46436
chr1	37800000	37900000	0.40156
chr1	37900000	38000000	0.42989
chr1	38000000	38100000	0.42935
chr1	38100000	38200000	0.40388
chr1	38200000	38300000	0.45665
chr1	38300000	38400000	0.44305
chr1	38400000	38500000	0.44331
chr1	38500000	38600000	0.43868
chr1	38600000	38700000	0.44607
chr1	38700000	38800000	0.44216
chr1	38800000	38900000	0.45143
chr1	38900000	39000000	0.44274
chr1	39000000	39100000	0.45247
chr1	39100000	39200000	0.44849
chr1	39200000	39300000	0.45853
chr1	39300000	39400000	0.46509
chr1	39400000	39500000	0.46658
chr1	39500000	39600000	0.46582
chr1	39600000	39700000	0.43665
chr1	39700000	39800000	0.47016
chr1	39800000	39900000	0.45015
chr1	39900000	40000000	0.45807
chr1	40000000	40100000	0.45046
chr1	40100000	40200000	0.45837
chr1	40200000	40300000	0.43095
chr1	40300000	40400000	0.43462
chr1	40400000	40500000	0.43112
chr1	40500000	40600000	0.4167
chr1	40600000	40700000	0.42338
chr1	40700000	40800000	0.42884
chr1	40800000	40900000	0.43529
chr1	40900000	41000000	0.42983
chr1	41000000	41100000	0.41511
chr1	41100000	41200000	0.40887
chr1	41200000	41300000	0.40401
chr1	41300000	41400000	0.39334
chr1	41400000	41500000	0.39937
chr1	41500000	41600000	0.37706
chr1	41600000	41700000	0.38122
chr1	41700000	41800000	0.38601
chr1	41800000	41900000	0.3759
chr1	41900000	42000000	0.38292
chr1	42000000	42100000	0.38673
chr1	42100000	42200000	0.38801
chr1	42200000	42300000	0.4122
chr1	42300000	42400000	0.40781
chr1	42400000	42500000	0.42203
chr1	42500000	42600000	0.41658
chr1	42600000	42700000	0.43076
chr1	42700000	42800000	0.44939
chr1	42800000	42900000	0.4243
chr1	42900000	43000000	0.42329
chr1	43000000	43100000	0.43226
chr1	43100000	43200000	0.44564
chr1	43200000	43300000	0.43724
chr1	43300000	43400000	0.42875
chr1	43400000	43500000	0.42137
chr1	43500000	43600000	0.44245
chr1	43600000	43700000	0.42528
chr1	43700000	43800000	0.41735
chr1	43800000	43900000	0.42333
chr1	43900000	44000000	0.4084
chr1	44000000	44100000	0.38259
chr1	44100000	44200000	0.40124
chr1	44200000	44300000	0.40554
chr1	44300000	44400000	0.39117
chr1	44400000	44500000	0.3932
chr1	44500000	44600000	0.39153
chr1	44600000	44700000	0.38786
chr1	44700000	44800000	0.3819
chr1	44800000	44900000	0.36861
chr1	44900000	45000000	0.3766
chr1	45000000	45100000	0.38103
chr1	45100000	45200000	0.39051
chr1	45200000	45300000	0.38514
chr1	45300000	45400000	0.36192
chr1	45400000	45500000	0.37058
chr1	45500000	45600000	0.3703
chr1	45600000	45700000	0.39391
chr1	45700000	45800000	0.39724
chr1	45800000	45900000	0.39625
chr1	45900000	46000000	0.39318
chr1	46000000	46100000	0.40641
chr1	46100000	46200000	0.39622
chr1	46200000	46300000	0.39328
chr1	46300000	46400000	0.39734
chr1	46400000	46500000	0.40426
chr1	46500000	46600000	0.3939
chr1	46600000	46700000	0.39944
chr1	46700000	46800000	0.39554
chr1	46800000	46900000	0.39117
chr1	46900000	47000000	0.39925
chr1	47000000	47100000	0.40165
chr1	47100000	47200000	0.39322
chr1	47200000	47300000	0.39499
chr1	47300000	47400000	0.37228
chr1	47400000	47500000	0.3657
chr1	47500000	47600000	0.36741
chr1	47600000	47700000	0.38132
chr1	47700000	47800000	0.37438
chr1	47800000	47900000	0.3735
chr1	47900000	48000000	0.36368
chr1	48000000	48100000	0.36109
chr1	48100000	48200000	0.37296
chr1	48200000	48300000	0.37513
chr1	48300000	48400000	0.37357
chr1	48400000	48500000	0.37837
chr1	48500000	48600000	0.3707
chr1	48600000	48700000	0.37349
chr1	48700000	48800000	0.37336
chr1	48800000	48900000	0.36442
chr1	48900000	49000000	0.36047
chr1	49000000	49100000	0.35888
chr1	49100000	49200000	0.35375
chr1	49200000	49300000	0.35392
chr1	49300000	49400000	0.37699
chr1	49400000	49500000	0.36297
chr1	49500000	49600000	0.36244
chr1	49600000	49700000	0.36004
chr1	49700000	49800000	0.36584
chr1	49800000	49900000	0.36347
chr1	49900000	50000000	0.36237
chr1	50000000	50100000	0.36727
chr1	50100000	50200000	0.35664
chr1	50200000	50300000	0.36454
chr1	50300000	50400000	0.3618
chr1	50400000	50500000	0.37213
chr1	50500000	50600000	0.36498
chr1	50600000	50700000	0.35495
chr1	50700000	50800000	0.37001
chr1	50800000	50900000	0.36369
chr1	50900000	51000000	0.37876
chr1	51000000	51100000	0.37689
chr1	51100000	51200000	0.3843
chr1	51200000	51300000	0.38645
chr1	51300000	51400000	0.41243
chr1	51400000	51500000	0.40387
chr1	51500000	51600000	0.4129
chr1	51600000	51700000	0.41573
chr1	51700000	51800000	0.41473
chr1	51800000	51900000	0.42217
chr1	51900000	52000000	0.43998
chr1	52000000	52100000	0.42356
chr1	52100000	52200000	0.41604
chr1	52200000	52300000	0.39312
chr1	52300000	52400000	0.42764
chr1	52400000	52500000	0.41506
chr1	52500000	52600000	0.40473
chr1	52600000	52700000	0.41872
chr1	52700000	52800000	0.4169
chr1	52800000	52900000	0.41609
chr1	52900000	53000000	0.40766
chr1	53000000	53100000	0.40923
chr1	53100000	53200000	0.39334
chr1	53200000	53300000	0.39149
chr1	53300000	53400000	0.39513
chr1	53400000	53500000	0.40704
chr1	53500000	53600000	0.39902
chr1	53600000	53700000	0.397
chr1	53700000	53800000	0.40578
chr1	53800000	53900000	0.39332
chr1	53900000	54000000	0.41245
chr1	54000000	54100000	0.41664
chr1	54100000	54200000	0.40851
chr1	54200000	54300000	0.40828
chr1	54300000	54400000	0.4074
chr1	54400000	54500000	0.40155
chr1	54500000	54600000	0.39866
chr1	54600000	54700000	0.40995
chr1	54700000	54800000	0.41126
chr1	54800000	54900000	0.42796
chr1	54900000	55000000	0.44407
chr1	55000000	55100000	0.41391
chr1	55100000	55200000	0.43495
chr1	55200000	55300000	0.44004
chr1	55300000	55400000	0.38279
chr1	55400000	55500000	0.40505
chr1	55500000	55600000	0.41969
chr1	55600000	55700000	0.40198
chr1	55700000	55800000	0.41394
chr1	55800000	55900000	0.41165
chr1	55900000	56000000	0.40781
chr1	56000000	56100000	0.39414
chr1	56100000	56200000	0.38412
chr1	56200000	56300000	0.38156
chr1	56300000	56400000	0.37882
chr1	56400000	56500000	0.3779
chr1	56500000	56600000	0.37856
chr1	56600000	56700000	0.38299
chr1	56700000	56800000	0.39659
chr1	56800000	56900000	0.41901
chr1	56900000	57000000	0.40667
chr1	57000000	57100000	0.42109
chr1	57100000	57200000	0.42135
chr1	57200000	57300000	0.42079
chr1	57300000	57400000	0.41151
chr1	57400000	57500000	0.40802
chr1	57500000	57600000	0.4166
chr1	57600000	57700000	0.42394
chr1	57700000	57800000	0.41867
chr1	57800000	57900000	0.43024
chr1	57900000	58000000	0.43203
chr1	58000000	58100000	0.41817
chr1	58100000	58200000	0.43971
chr1	58200000	58300000	0.44315
chr1	58300000	58400000	0.45186
chr1	58400000	58500000	0.43193
chr1	58500000	58600000	0.41397
chr1	58600000	58700000	0.40032
chr1	58700000	58800000	0.44217
chr1	58800000	58900000	0.42394
chr1	58900000	59000000	0.43382
chr1	59000000	59100000	0.40192
chr1	59100000	59200000	0.41686
chr1	59200000	59300000	0.43437
chr1	59300000	59400000	0.43613
chr1	59400000	59500000	0.45991
chr1	59500000	59600000	0.45682
chr1	59600000	59700000	0.4503
chr1	59700000	59800000	0.40322
chr1	59800000	59900000	0.39091
chr1	59900000	60000000	0.40841
chr1	60000000	60100000	0.42016
chr1	60100000	60200000	0.3985
chr1	60200000	60300000	0.3837
chr1	60300000	60400000	0.37296
chr1	60400000	60500000	0.40755
chr1	60500000	60600000	0.38762
chr1	60600000	60700000	0.40848
chr1	60700000	60800000	0.42179
chr1	60800000	60900000	0.40629
chr1	60900000	61000000	0.42168
chr1	61000000	61100000	0.40666
chr1	61100000	61200000	0.40711
chr1	61200000	61300000	0.41474
chr1	61300000	61400000	0.41376
chr1	61400000	61500000	0.41812
chr1	61500000	61600000	0.40607
chr1	61600000	61700000	0.41355
chr1	61700000	61800000	0.39352
chr1	61800000	61900000	0.37439
chr1	61900000	62000000	0.3845
chr1	62000000	62100000	0.38616
chr1	62100000	62200000	0.38722
chr1	62200000	62300000	0.38955
chr1	62300000	62400000	0.39176
chr1	62400000	62500000	0.40248
chr1	62500000	62600000	0.40413
chr1	62600000	62700000	0.42264
chr1	62700000	62800000	0.45726
chr1	62800000	62900000	0.4552
chr1	62900000	63000000	0.43679
chr1	63000000	63100000	0.42903
chr1	63100000	63200000	0.43077
chr1	63200000	63300000	0.42614
chr1	63300000	63400000	0.40529
chr1	63400000	63500000	0.41912
chr1	63500000	63600000	0.41223
chr1	63600000	63700000	0.40554
chr1	63700000	63800000	0.41543
chr1	63800000	63900000	0.41616
chr1	63900000	64000000	0.41422
chr1	64000000	64100000	0.43086
chr1	64100000	64200000	0.42643
chr1	64200000	64300000	0.42806
chr1	64300000	64400000	0.41635
chr1	64400000	64500000	0.42115
chr1	64500000	64600000	0.41541
chr1	64600000	64700000	0.40861
chr1	64700000	64800000	0.42643
chr1	64800000	64900000	0.43803
chr1	64900000	65000000	0.42658
chr1	65000000	65100000	0.42982
chr1	65100000	65200000	0.429
chr1	65200000	65300000	0.39731
chr1	65300000	65400000	0.39952
chr1	65400000	65500000	0.40292
chr1	65500000	65600000	0.39642
chr1	65600000	65700000	0.38509
chr1	65700000	65800000	0.37934
chr1	65800000	65900000	0.3798
chr1	65900000	66000000	0.38545
chr1	66000000	66100000	0.39564
chr1	66100000	66200000	0.37995
chr1	66200000	66300000	0.38465
chr1	66300000	66400000	0.38121
chr1	66400000	66500000	0.38469
chr1	66500000	66600000	0.39472
chr1	66600000	66700000	0.39799
chr1	66700000	66800000	0.38475
chr1	66800000	66900000	0.38248
chr1	66900000	67000000	0.40552
chr1	67000000	67100000	0.41983
chr1	67100000	67200000	0.39541
chr1	67200000	67300000	0.38064
chr1	67300000	67400000	0.38697
chr1	67400000	67500000	0.38375
chr1	67500000	67600000	0.37694
chr1	67600000	67700000	0.38667
chr1	67700000	67800000	0.38031
chr1	67800000	67900000	0.37678
chr1	67900000	68000000	0.3903
chr1	68000000	68100000	0.38183
chr1	68100000	68200000	0.36572
chr1	68200000	68300000	0.35987
chr1	68300000	68400000	0.36574
chr1	68400000	68500000	0.35472
chr1	68500000	68600000	0.35658
chr1	68600000	68700000	0.37069
chr1	68700000	68800000	0.35746
chr1	68800000	68900000	0.3517
chr1	68900000	69000000	0.35799
chr1	69000000	69100000	0.35293
chr1	69100000	69200000	0.37495
chr1	69200000	69300000	0.39448
chr1	69300000	69400000	0.39396
chr1	69400000	69500000	0.3995
chr1	69500000	69600000	0.39566
chr1	69600000	69700000	0.38793
chr1	69700000	69800000	0.39538
chr1	69800000	69900000	0.39163
chr1	69900000	70000000	0.38536
chr1	70000000	70100000	0.3732
chr1	70100000	70200000	0.37847
chr1	70200000	70300000	0.38005
chr1	70300000	70400000	0.37884
chr1	70400000	70500000	0.3799
chr1	70500000	70600000	0.3774
chr1	70600000	70700000	0.37821
chr1	70700000	70800000	0.37968
chr1	70800000	70900000	0.38657
chr1	70900000	71000000	0.39941
chr1	71000000	71100000	0.39711
chr1	71100000	71200000	0.39992
chr1	71200000	71300000	0.39759
chr1	71300000	71400000	0.39411
chr1	71400000	71500000	0.39935
chr1	71500000	71600000	0.4118
chr1	71600000	71700000	0.43743
chr1	71700000	71800000	0.41583
chr1	71800000	71900000	0.41524
chr1	71900000	72000000	0.42461
chr1	72000000	72100000	0.42344
chr1	72100000	72200000	0.42767
chr1	72200000	72300000	0.45897
chr1	72300000	72400000	0.44726
chr1	72400000	72500000	0.44521
chr1	72500000	72600000	0.44409
chr1	72600000	72700000	0.44772
chr1	72700000	72800000	0.41913
chr1	72800000	72900000	0.46754
chr1	72900000	73000000	0.45468
chr1	73000000	73100000	0.44399
chr1	73100000	73200000	0.43227
chr1	73200000	73300000	0.43116
chr1	73300000	73400000	0.41891
chr1	73400000	73500000	0.41752
chr1	73500000	73600000	0.42738
chr1	73600000	73700000	0.41758
chr1	73700000	73800000	0.42349
chr1	73800000	73900000	0.44726
chr1	73900000	74000000	0.47791
chr1	74000000	74100000	0.51537
chr1	74100000	74200000	0.50527
chr1	74200000	74300000	0.44346
chr1	74300000	74400000	0.48897
chr1	74400000	74500000	0.48128
chr1	74500000	74600000	0.40552
chr1	74600000	74700000	0.45542
chr1	74700000	74800000	0.45169
chr1	74800000	74900000	0.48605
chr1	74900000	75000000	0.50076
chr1	75000000	75100000	0.4428
chr1	75100000	75200000	0.4786190476190476
chr1	75200000	75300000	0.48164
chr1	75300000	75400000	0.49394
chr1	75400000	75500000	0.53896
chr1	75500000	75600000	0.48768
chr1	75600000	75700000	0.45159
chr1	75700000	75800000	0.43565
chr1	75800000	75900000	0.42476
chr1	75900000	76000000	0.42683
chr1	76000000	76100000	0.43098
chr1	76100000	76200000	0.40928
chr1	76200000	76300000	0.40624
chr1	76300000	76400000	0.40031
chr1	76400000	76500000	0.39862
chr1	76500000	76600000	0.39789
chr1	76600000	76700000	0.39271
chr1	76700000	76800000	0.39547
chr1	76800000	76900000	0.39681
chr1	76900000	77000000	0.39347
chr1	77000000	77100000	0.41072
chr1	77100000	77200000	0.40383
chr1	77200000	77300000	0.41188
chr1	77300000	77400000	0.42208
chr1	77400000	77500000	0.42559
chr1	77500000	77600000	0.41619
chr1	77600000	77700000	0.40226
chr1	77700000	77800000	0.41147
chr1	77800000	77900000	0.3967
chr1	77900000	78000000	0.41756
chr1	78000000	78100000	0.41177
chr1	78100000	78200000	0.43021
chr1	78200000	78300000	0.42991
chr1	78300000	78400000	0.44324
chr1	78400000	78500000	0.42539
chr1	78500000	78600000	0.44461
chr1	78600000	78700000	0.4272366555484154
chr1	78700000	78800000	0.42555
chr1	78800000	78900000	0.41852
chr1	78900000	79000000	0.40815
chr1	79000000	79100000	0.39848
chr1	79100000	79200000	0.38652
chr1	79200000	79300000	0.38844
chr1	79300000	79400000	0.40234
chr1	79400000	79500000	0.40519
chr1	79500000	79600000	0.40706
chr1	79600000	79700000	0.42866
chr1	79700000	79800000	0.43944
chr1	79800000	79900000	0.43699
chr1	79900000	80000000	0.4264
chr1	80000000	80100000	0.41416
chr1	80100000	80200000	0.42243
chr1	80200000	80300000	0.39416
chr1	80300000	80400000	0.39157
chr1	80400000	80500000	0.39827
chr1	80500000	80600000	0.39922
chr1	80600000	80700000	0.39975
chr1	80700000	80800000	0.40261
chr1	80800000	80900000	0.38421
chr1	80900000	81000000	0.37828
chr1	81000000	81100000	0.37423
chr1	81100000	81200000	0.38057
chr1	81200000	81300000	0.39046
chr1	81300000	81400000	0.37966
chr1	81400000	81500000	0.38486
chr1	81500000	81600000	0.3918
chr1	81600000	81700000	0.38836
chr1	81700000	81800000	0.38086
chr1	81800000	81900000	0.38589
chr1	81900000	82000000	0.39438
chr1	82000000	82100000	0.39656
chr1	82100000	82200000	0.41112
chr1	82200000	82300000	0.42134
chr1	82300000	82400000	0.42002
chr1	82400000	82500000	0.44349
chr1	82500000	82600000	0.42168
chr1	82600000	82700000	0.42002
chr1	82700000	82800000	0.41956
chr1	82800000	82900000	0.41644
